Country,Culture,Language,Genre_Album,Year,SampleAudio,CatalogNumber,songurls_Album,Instrument,Distance,Outlier
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_02.mp3,MON61409_102,http://www.folkways.si.edu/bolek-zawadzki/syneczku-maly-little-son/world/music/track/smithsonian,Vocals,26.3039411347,1
Italy,Italian-American,Italian,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04010/FW04010_34.mp3,FW04010_216,http://www.folkways.si.edu/anita-macor-and-nives-dosso/e-lalegrie-a-e-dai-zovins/world/music/track/smithsonian,nan,49.1637798399,1
Canada,,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04312/FW04312_16.mp3,FW04312_203,http://www.folkways.si.edu/jim-young/saskatchewan/world/music/track/smithsonian,nan,31.68755246,0
South Africa,Hurutshe,Tswana,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR117B/ILAMTR117B_02.mp3,ILAMTR117B_102,http://www.folkways.si.edu/group-of-hurutshe-children/klusi-malorato-tlaa-o-bone/track/smithsonian,"Vocals, group",39.1433673681,1
South Africa,,Afrikaans,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW88710/FW88710_14.mp3,FW88710_206,http://www.folkways.si.edu/shimon-ash/jan-pierewiet/world/music/track/smithsonian,Vocals,24.8611848729,0
South Africa,Mpondo,Xhosa,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR033/ILAMTR033_08.mp3,ILAMTR033_108,http://www.folkways.si.edu/group-of-young-mpondo-men-and-women/utakata-ngsandhla-sako/track/smithsonian,"Clapping, hand",45.3809031999,1
Canada,French Canadian,,World,1952.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06929/FW06929_08.mp3,FW06929_201,http://www.folkways.si.edu/alan-mills/les-raftsmen/world/music/track/smithsonian,Vocals,23.444045643,0
China,Han,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04091/FW04091_02.mp3,FW04091_102,http://www.folkways.si.edu/yanping-liu-cultural-troupe-orch-north-china-military-district/xintianyou-sing-as-you-wish/world/music/track/smithsonian,nan,33.4672114164,0
South Africa,Mpondo|Sotho,"Xhosa|Sotho, Southern",World,1957.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR031/ILAMTR031_05.mp3,ILAMTR031_105,http://www.folkways.si.edu/siganeko-nonkonyana-leading-group-of-mpondo-and-sotho-men/icamagolivumile/track/smithsonian,Ensemble leader,28.0385933977,0
China,Han,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04091/FW04091_05.mp3,FW04091_105,http://www.folkways.si.edu/hung-huang-station-orchestra-peoples-central-broadcasting-xiuwen-pen/the-bubbling-brook/world/music/track/smithsonian,nan,61.4995369976,1
South Africa,,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06912/FW06912_06.mp3,FW06912_202,http://www.folkways.si.edu/the-song-swappers-and-pete-seeger/hey-tswana-boys-initiation/world/music/track/smithsonian,nan,34.5031379826,0
Vietnam,,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_14.mp3,FW04352_114,http://www.folkways.si.edu/ty-ba-of-the-ngu-tuyet-classical-quintet/classical-quintet-ngu-tuyet-pipa-ty-ba/world/music/track/smithsonian,Dan tyba,44.6330189943,0
China,Han,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08877/FW08877_13.mp3,FW08877_113,http://www.folkways.si.edu/ellie-mao/kite-flying-hunan/world/music/track/smithsonian,Vocals,23.0345443176,0
South Africa,Xhosa,Xhosa,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR027/ILAMTR027_05.mp3,ILAMTR027_105,http://www.folkways.si.edu/town-dance-band/babalasi/track/smithsonian,Vocals,19.1239305061,0
Spain,,,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08829/FW08829_11.mp3,FW08829_206,http://www.folkways.si.edu/nino-de-alicante/ecos-granadinos/world/music/track/smithsonian,Guitar,69.260612737,1
South Africa,,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW06912/FW06912_01.mp3,FW06912_101,http://www.folkways.si.edu/the-song-swappers-and-pete-seeger/babevuya-wedding-song/world/music/track/smithsonian,nan,29.2648545272,0
Vietnam,,Vietnamese,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_21.mp3,FW04352_121,http://www.folkways.si.edu/vietnamese-work-song/ho-nen/world/music/track/smithsonian,"Vocals, group",15.9604185676,0
China,Kazakh,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04092/FW04092_07.mp3,FW04092_107,http://www.folkways.si.edu/bubtai-maimaitiazez-and-aishamushajiang/my-flower/world/music/track/smithsonian,nan,21.9054363753,0
China,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04486/FW04486_10.mp3,FW04486_202,http://www.folkways.si.edu/gyasheh/world/music/track/smithsonian,Drum,41.7386389262,0
South Africa,Mpondo,Xhosa,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR033/ILAMTR033_01.mp3,ILAMTR033_101,http://www.folkways.si.edu/group-of-young-mpondo-married-women/ihobe-liyataka/track/smithsonian,"Clapping, hand",30.7049257667,0
South Africa,Lete,Tswana,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR117A/ILAMTR117A_03.mp3,ILAMTR117A_103,http://www.folkways.si.edu/modiseng-leading-flute-ensemble/kgokong/track/smithsonian,Ensemble leader,74.4420865556,1
China,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04486/FW04486_09.mp3,FW04486_201,http://www.folkways.si.edu/shi-chung-jomo-western-tibetan-song/world/music/track/smithsonian,Drum,22.2741061368,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_16.mp3,MON61409_116,http://www.folkways.si.edu/bolek-zawadzki/dylizans-stagecoach-2/world/music/track/smithsonian,Vocals,34.2738671009,1
South Africa,,Afrikaans,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW88710/FW88710_11.mp3,FW88710_203,http://www.folkways.si.edu/shimon-ash/daar-kom-die-wa/world/music/track/smithsonian,Vocals,33.7573567583,1
Uganda,Ganda,Ganda,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR136B/ILAMTR136B_04.mp3,ILAMTR136B_104,http://www.folkways.si.edu/boys-of-st-peters-school-kampala-uganda/zzaaya/track/smithsonian,"Clapping, hand",76.6222347879,1
China,,,World,1951.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04423/FW04423_15.mp3,FW04423_208,http://www.folkways.si.edu/south-china-folk-tune/world/music/track/smithsonian,nan,62.9634990272,1
China,Peking,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08882/FW08882_02.mp3,FW08882_102,http://www.folkways.si.edu/chu-ko-liang-scout-two-attendants-old-soldiers/world/music/track/smithsonian,Vocals,9.231987362,0
United States of America,,English,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08775/FW08775_21.mp3,FW08775_210,http://www.folkways.si.edu/the-grail-singers/omwoki-wa-gonja/world/music/track/smithsonian,nan,49.7265434662,1
Papua New Guinea,,,World,1971.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04216/FW04216_14.mp3,FW04216_114,http://www.folkways.si.edu/yabba/old-song-from-buzi/world/music/track/smithsonian,nan,32.6541933688,1
Portugal,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00421/MON00421_01.mp3,MON00421_101,http://www.folkways.si.edu/valentina-felix/acores-azores/world/music/track/smithsonian,nan,43.2075702509,1
Vietnam,,,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_16.mp3,FW04352_116,http://www.folkways.si.edu/nguyet-lute-of-the-ngu-tuyet-classical-quintet/classical-quintet-ngu-tuyet-moon-lute-nguyet/world/music/track/smithsonian,Nguyet,38.6478918278,0
South Africa,Kgatla,Tswana,World,1959.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR116/ILAMTR116_05.mp3,ILAMTR116_105,http://www.folkways.si.edu/lentswe-male-and-20-kgatla-men/mpolelle-pitso-e-kgolo/track/smithsonian,Ensemble leader,22.7795207811,0
China,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08883/FW08883_02.mp3,FW08883_102,http://www.folkways.si.edu/court-official-pao-cheng/empress-li/premier-wang-yen-ling/emperor-chao-chen/empress-li/world/music/track/smithsonian,Vocals,22.5476317775,0
China,Chinese,Cantonese,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08880/FW08880_09.mp3,FW08880_109,http://www.folkways.si.edu/moong-king-sin-and-wong-yuk-ping/shau-see-yuen/world/music/track/smithsonian,Vocals,33.0434852572,0
Hungary,Romani,,World,1985.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04035/FW04035_02.mp3,FW04035_102,http://www.folkways.si.edu/pista-didi-jozsef-kozak-and-salamon-domotor/magyaros-dance-tune/world/music/track/smithsonian,Accordion,59.5323315114,1
United States of America,Anglo-American,English,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW37321/FW37321_12.mp3,FW37321_206,http://www.folkways.si.edu/morrigan/heres-a-health/world/music/track/smithsonian,nan,21.0132015234,0
Poland,,,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON61409/MON61409_18.mp3,MON61409_118,http://www.folkways.si.edu/bolek-zawadzki/czerwone-maki-na-monte-cassino-red-poppies-on-monte-cassino/world/music/track/smithsonian,Vocals,36.6120765159,1
Uganda,Ganda,Ganda,World,1952.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR139B/ILAMTR139B_04.mp3,ILAMTR139B_104,http://www.folkways.si.edu/ludovico-mugerwa-and-ganda-women/luwangula-mugema/track/smithsonian,Vocals,144.674467543,1
Vietnam,,Vietnamese,World,1965.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04352/FW04352_24.mp3,FW04352_124,http://www.folkways.si.edu/pham-duy/ho-lo/world/music/track/smithsonian,Ensemble leader,17.7159835719,0
Ukraine,,,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08705/FW08705_08.mp3,FW08705_202,http://www.folkways.si.edu/paul-konoplenko-zaporozetz/o-green-oak-tree/world/music/track/smithsonian,Kobza,141.808932021,1
Hungary,,,World,1950.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04000/FW04000_07.mp3,FW04000_107,http://www.folkways.si.edu/female-hungarian-singer/i-pray-to-god/world/music/track/smithsonian,nan,26.1051484575,0
China,,,World,1994.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71420/MON71420_13.mp3,MON71420_113,http://www.folkways.si.edu/stephen-chun-tao-cheng/little-youthful-bird/contented-fisherman-medley/world/music/track/smithsonian,Gong,27.2289330794,0
China,Peking,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08882/FW08882_04.mp3,FW08882_104,http://www.folkways.si.edu/old-soldiers-chu-ko-liang/world/music/track/smithsonian,Vocals,24.0791839189,0
China,Han,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08877/FW08877_07.mp3,FW08877_107,http://www.folkways.si.edu/ellie-mao/digging-potatoes-shansi/world/music/track/smithsonian,Vocals,30.5225676796,1
Papua New Guinea,Bosavi,,World,2001.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40487/SFW40487_1_04.mp3,SFW40487_104,http://www.folkways.si.edu/kemuli-string-band/what-we-said/world/music/track/smithsonian,Guitar,57.3370027164,1
United Kingdom,Scottish,English,World,,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00407/MON00407_10.mp3,MON00407_203,http://www.folkways.si.edu/the-galliards/the-quality-of-mersey/world/music/track/smithsonian,Vocals,33.5471969572,0
South Africa,Ngqika|Mfengu,Xhosa,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR026/ILAMTR026_06.mp3,ILAMTR026_106,http://www.folkways.si.edu/group-of-young-men-of-tukus-location/no-talili/track/smithsonian,"Vocals, group",28.4440900048,0
China,Han,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04091/FW04091_03.mp3,FW04091_103,http://www.folkways.si.edu/bingquan-bai-theater-troupe-orch-xian-peoples-song-and-dance/selling-vegetables/selling-the-drought-boat/world/music/track/smithsonian,nan,24.0455645364,0
South Africa,Mpondo,Xhosa,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR032A/ILAMTR032A_04.mp3,ILAMTR032A_104,http://www.folkways.si.edu/group-of-young-mpondo-boys/injeke-injeke-he/track/smithsonian,"Vocals, group",21.1554882334,0
China,Han,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04091/FW04091_08.mp3,FW04091_108,http://www.folkways.si.edu/shujun-li-company-orchestra-central-experimental-opera/take-a-look-at-the-sweetheart/world/music/track/smithsonian,nan,26.0676444959,0
South Africa,Bantu,,World,1967.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08857/FW08857_06.mp3,FW08857_106,http://www.folkways.si.edu/moshe-sephula/sifikile-we-have-come/world/music/track/smithsonian,nan,14.019519353,0
South Africa,Zulu,,World,1955.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04506/FW04506_16.mp3,FW04506_305,http://www.folkways.si.edu/instrumental-6/world/music/track/smithsonian,Jew&#39;s Harp,75.6363422829,1
China,,,World,1994.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71420/MON71420_06.mp3,MON71420_106,http://www.folkways.si.edu/stephen-chun-tao-cheng/song-of-the-hoe-farmers-song/su-wu-tending-the-sheep-medley/world/music/track/smithsonian,Gong,37.751231498,0
China,,,World,1994.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71420/MON71420_05.mp3,MON71420_105,http://www.folkways.si.edu/stephen-chun-tao-cheng/two-lullabies-purple-bamboo/cantonese-lullaby-medley/world/music/track/smithsonian,Gong,44.2997449721,0
Ukraine,,,World,1978.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON00797/MON00797_03.mp3,MON00797_103,http://www.folkways.si.edu/kobzari/banduriste-orle-syzyi-youre-a-bandurist-dove-colored-eagle/world/music/track/smithsonian,nan,45.0241344177,0
China,Han,,World,1963.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08877/FW08877_20.mp3,FW08877_207,http://www.folkways.si.edu/ellie-mao/riding-up-the-hill-hsi-kang/world/music/track/smithsonian,Vocals,33.4419966429,0
China,,,World,1994.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71420/MON71420_09.mp3,MON71420_109,http://www.folkways.si.edu/stephen-chun-tao-cheng/ah-lee-mountain-maiden/moonlight-bright-medley/world/music/track/smithsonian,Gong,24.5015218532,0
China,,,World,1994.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71420/MON71420_11.mp3,MON71420_111,http://www.folkways.si.edu/stephen-chun-tao-cheng/looking-at-my-secret-love/world/music/track/smithsonian,Gong,60.6406157806,1
China,Uighur,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04092/FW04092_02.mp3,FW04092_102,http://www.folkways.si.edu/mayinur-and-the-central-national-song-and-dance-troupe/my-friends-are-in-the-country/world/music/track/smithsonian,nan,24.0940010038,0
China,,,World,1994.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71420/MON71420_01.mp3,MON71420_101,http://www.folkways.si.edu/stephen-chun-tao-cheng/narcissus/wagon-drivers-serenade-medley/world/music/track/smithsonian,Gong,38.425981204,0
China,Peking,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08882/FW08882_13.mp3,FW08882_205,http://www.folkways.si.edu/chu-ko-liang-scout-attendants-wang-ping-executioners/world/music/track/smithsonian,Vocals,20.4016836149,0
China,,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04092/FW04092_03.mp3,FW04092_103,http://www.folkways.si.edu/mayinur-and-the-central-national-song-and-dance-troupe/the-village-girl/world/music/track/smithsonian,nan,22.7293529194,0
Uganda,,,World,2007.0,http://media.smithsonianfolkways.org/audio/samples/smithsonian_folkways/SFW40537/SFW40537_04.mp3,SFW40537_104,http://www.folkways.si.edu/mzee-mata-nasani-akadongo/emagombe-newaife-the-graveyard-is-our-home/world/music/track/smithsonian,nan,48.3880004573,1
China,Chinese,Cantonese,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08880/FW08880_02.mp3,FW08880_102,http://www.folkways.si.edu/woo-tip-kam-and-hau-kwoon/yeung-choi-hei/world/music/track/smithsonian,Hau Kwoon,57.5219647633,1
China,Han,,World,1980.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW04091/FW04091_15.mp3,FW04091_207,http://www.folkways.si.edu/huanhua-hu-opera-company-orch-eastern-china-experimental-yiting-wu/blizzard-in-the-dead-of-winter/world/music/track/smithsonian,nan,23.6201483391,0
China,,,World,1981.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW37455/FW37455_05.mp3,FW37455_105,http://www.folkways.si.edu/northern-illinois-university-chinese-orchestra/thunder-in-the-drought/world/music/track/smithsonian,Chinese Orchestra,64.6002609599,0
South Africa,Mpondo,Xhosa,World,1957.0,http://media.smithsonianfolkways.org/audio/samples/ilam/ILAMTR032A/ILAMTR032A_05.mp3,ILAMTR032A_105,http://www.folkways.si.edu/group-of-young-mpondo-girls-and-boys/hla-unakwahamba/track/smithsonian,"Vocals, group",33.6445327232,0
China,Peking,,World,1960.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08882/FW08882_14.mp3,FW08882_206,http://www.folkways.si.edu/ma-su-chu-ko-liang-executioners/world/music/track/smithsonian,Vocals,22.4765425002,0
China,,,World,1994.0,http://media.smithsonianfolkways.org/audio/samples/monitor/MON71420/MON71420_12.mp3,MON71420_112,http://www.folkways.si.edu/stephen-chun-tao-cheng/dragon-in-the-sky/little-yellow-oriole-medley/world/music/track/smithsonian,Gong,31.0642885409,0
China,,,World,1962.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW08883/FW08883_01.mp3,FW08883_101,http://www.folkways.si.edu/emperor-chao-chen/court-official-pao-cheng/emperor-chao-chen/emperor-chao-chen/chen-lin/world/music/track/smithsonian,Vocals,51.7988754019,1
South Africa,,English,World,1961.0,http://media.smithsonianfolkways.org/audio/samples/folkways/FW88710/FW88710_03.mp3,FW88710_103,http://www.folkways.si.edu/shimon-ash/january-february/world/music/track/smithsonian,Vocals,26.1388548982,0
